Serial,RAhour,RAminutes,RAseconds,RA,DECsign,DECdegrees,DECminutes,DECseconds,DEC,Vmag,PropermotionRA,PropermotionDEC
4228,10,48,05.4,10.8015,-,59,55,09,-59.91916666666667, 6.00,-0.001,+0.006
4229,10,49,17.3,10.821472222222223,-,04,01,27,-4.024166666666667, 6.61,-0.049,-0.012
4230,10,49,53.7,10.831583333333333,+,27,58,26,27.97388888888889, 6.04,-0.011,+0.031
4231,10,45,15.7,10.75436111111111,-,80,28,11,-80.46972222222222, 5.47,-0.038,-0.033
4232,10,49,37.5,10.827083333333333,-,16,11,37,-16.19361111111111, 3.11,+0.094,+0.200
4233,10,49,43.5,10.82875,-,09,51,10,-9.852777777777778, 5.86,+0.009,-0.037
4234,10,45,46.8,10.763,-,80,32,25,-80.54027777777777, 4.45,-0.049,+0.008
4235,10,51,11.1,10.853083333333332,+,56,34,56,56.58222222222222, 5.67,-0.058,+0.003
4236,10,51,23.7,10.856583333333333,+,59,19,12,59.32, 5.58,-0.036,-0.047
4237,10,50,18.1,10.838361111111112,-,08,53,52,-8.897777777777778, 5.79,-0.004,-0.015
4238,10,49,57.0,10.8325,-,34,03,29,-34.058055555555555, 5.61,-0.044,+0.015
4239,10,49,24.1,10.823361111111112,-,59,19,25,-59.32361111111111, 5.91,-0.043,+0.001
4240,10,51,05.4,10.8515,-,03,05,33,-3.0925, 5.95,-0.046,-0.006
4241,10,52,30.8,10.875222222222222,+,52,33,55,52.56527777777778, 6.65,-0.020,-0.023
4242,10,52,31.9,10.875527777777778,+,52,30,13,52.50361111111111, 6.44,-0.071,-0.052
4243,10,53,30.7,10.89186111111111,+,69,51,14,69.85388888888889, 5.93,-0.398,-0.067
4244,10,52,13.7,10.870472222222222,+,01,01,31,1.0252777777777777, 6.38,-0.002,+0.003
4245,10,52,36.1,10.876694444444444,-,00,12,05,-0.2013888888888889, 6.31,-0.009,-0.018
4246,10,53,34.5,10.892916666666666,+,54,35,06,54.585, 5.10,-0.064,-0.011
4247,10,53,18.7,10.888527777777778,+,34,12,54,34.215, 3.83,+0.087,-0.278
4248,10,53,58.7,10.899638888888889,+,43,11,24,43.19, 4.71,+0.045,-0.021
4249,10,53,24.9,10.89025,-,02,15,19,-2.2552777777777777, 6.12,-0.138,-0.083
4250,10,52,30.9,10.875250000000001,-,57,14,26,-57.24055555555555, 5.25,-0.004,+0.002
4251,10,53,29.5,10.891527777777778,-,20,08,20,-20.13888888888889, 5.24,+0.078,-0.239
4252,10,53,32.9,10.892472222222223,-,15,26,44,-15.445555555555556, 6.38,+0.067,-0.043
4253,10,53,43.7,10.895472222222221,-,02,07,45,-2.129166666666667, 5.45,-0.084,+0.013
4254,10,54,42.2,10.911722222222222,+,25,29,27,25.490833333333335, 6.20,-0.054,+0.003
4255,10,54,17.8,10.904944444444444,-,13,45,29,-13.758055555555556, 5.66,-0.005,+0.009
4256,10,54,58.2,10.916166666666667,+,34,02,05,34.03472222222222, 5.72,-0.060,-0.049
4257,10,53,29.6,10.891555555555556,-,58,51,12,-58.85333333333333, 3.78,+0.067,+0.030
4258,10,55,44.4,10.929,+,33,30,25,33.50694444444444, 5.03,-0.109,-0.027
4259,10,55,36.8,10.926888888888888,+,24,44,59,24.74972222222222, 4.50,-0.072,-0.012
4260,10,55,37.3,10.927027777777777,+,24,44,56,24.74888888888889, 6.30,-0.074,-0.026
4261,10,55,11.6,10.919888888888888,-,20,39,54,-20.665, 6.44,-0.010,+0.004
4262,10,53,42.0,10.895,-,70,43,13,-70.72027777777778, 5.99,-0.034,-0.006
4263,10,55,01.0,10.916944444444443,-,42,15,04,-42.25111111111111, 6.11,-0.037,-0.001
4264,10,56,14.5,10.93736111111111,+,42,00,30,42.00833333333333, 6.03,+0.014,-0.091
4265,10,55,42.4,10.928444444444445,+,00,44,13,0.7369444444444445, 5.91,+0.106, 0.000
4266,10,54,29.6,10.908222222222223,-,61,49,36,-61.82666666666667, 5.93,+0.003,-0.004
4267,10,56,01.5,10.93375,+,06,11,07,6.185277777777777, 5.81,-0.022,-0.008
4268,10,52,27.5,10.874305555555557,-,79,33,34,-79.55944444444444, 6.33,-0.040,+0.002
4269,10,56,16.9,10.938027777777778,+,22,21,06,22.351666666666667, 6.14,-0.037,+0.017
4270,10,56,34.4,10.94288888888889,+,25,30,00,25.5, 6.35,-0.025,-0.015
4271,10,55,17.2,10.921444444444443,-,60,31,01,-60.51694444444445, 5.92,-0.036,+0.084
4272,10,59,56.8,10.99911111111111,+,77,46,12,77.77, 6.20,-0.072,-0.023
4273,10,56,43.1,10.945305555555557,-,37,08,16,-37.13777777777778, 4.60,+0.077,-0.128
4274,10,57,07.9,10.952194444444444,-,50,45,54,-50.765, 5.91,-0.031,+0.013
4275,10,59,17.9,10.988305555555554,+,51,52,56,51.882222222222225, 6.17,-0.012,-0.003
4276,10,57,48.4,10.963444444444443,-,59,43,55,-59.731944444444444, 6.11,+0.007,+0.016
4277,10,59,28.0,10.99111111111111,+,40,25,49,40.430277777777775, 5.05,-0.317,+0.057
4278,10,59,32.8,10.992444444444443,+,36,05,35,36.09305555555556, 6.00,+0.071,-0.049
4279,10,57,15.7,10.95436111111111,-,75,05,59,-75.09972222222223, 6.13,-0.017,+0.003
4280,11,00,14.7,11.004083333333334,+,45,31,34,45.52611111111111, 5.47,+0.011,+0.003
4281,10,59,41.1,10.99475,+,11,42,21,11.705833333333333, 6.55,-0.228,+0.044
4282,10,59,13.9,10.987194444444444,-,33,44,14,-33.73722222222222, 5.71,+0.016,-0.043
4283,11,00,25.6,11.007111111111112,+,51,30,07,51.50194444444445, 6.43,-0.029,-0.015
4284,10,59,30.9,10.991916666666667,-,16,21,14,-16.35388888888889, 5.89,-0.046,-0.016
4285,11,00,20.6,11.005722222222222,+,42,54,41,42.91138888888889, 6.02,-0.109,-0.132
4286,11,01,05.8,11.01827777777778,+,63,25,16,63.42111111111111, 6.39,-0.040,-0.048
4287,10,59,46.5,10.99625,-,18,17,56,-18.29888888888889, 4.08,-0.460,+0.130
4288,11,00,50.4,11.014,+,39,12,44,39.21222222222222, 5.08,-0.072,-0.019
4289,11,00,11.6,11.003222222222222,-,14,05,00,-14.083333333333334, 5.88,-0.018,-0.022
4290,10,59,14.0,10.987222222222222,-,61,19,13,-61.320277777777775, 6.16,-0.031,+0.019
4291,11,00,33.6,11.009333333333334,+,03,37,03,3.6174999999999997, 4.84,+0.014,-0.016
4292,10,59,59.4,10.999833333333333,-,43,48,26,-43.80722222222222, 5.81,-0.058,+0.011
4293,11,00,09.3,11.002583333333334,-,42,13,33,-42.225833333333334, 4.39,+0.028,+0.003
4294,11,00,44.8,11.012444444444444,+,06,06,05,6.101388888888889, 4.99,-0.048,-0.025
4295,11,01,50.5,11.030694444444446,+,56,22,57,56.3825, 2.37,+0.082,+0.034
4296,11,00,08.6,11.00238888888889,-,51,49,04,-51.81777777777778, 6.15,-0.038,+0.004
4297,11,00,57.2,11.015888888888888,-,15,47,34,-15.792777777777777, 6.34,+0.055,-0.040
4298,11,00,40.8,11.011333333333333,-,31,50,22,-31.839444444444446, 6.07,-0.080,+0.105
4299,11,01,49.7,11.030472222222222,-,02,29,05,-2.484722222222222, 4.74,+0.012,-0.038
4300,11,02,19.8,11.038833333333333,+,20,10,47,20.17972222222222, 4.42,-0.006,+0.042
4301,11,03,43.7,11.062138888888889,+,61,45,03,61.75083333333333, 1.79,-0.119,-0.067
4302,11,02,24.4,11.040111111111111,-,26,49,53,-26.83138888888889, 6.23,+0.065,-0.120
4303,11,03,14.6,11.054055555555557,-,00,45,09,-0.7525, 6.14,-0.013,-0.111
4304,10,59,12.9,10.986916666666666,-,81,33,22,-81.55611111111111, 6.71,-0.160,+0.073
4305,11,03,14.9,11.05413888888889,-,11,18,13,-11.303611111111111, 5.50,-0.070,-0.108
4306,11,03,36.6,11.060166666666667,-,00,00,03,-0.0008333333333333334, 5.95,-0.057,+0.001
4307,11,03,16.1,11.054472222222223,-,31,57,39,-31.960833333333333, 6.46,-0.039,-0.031
4308,11,03,36.5,11.06013888888889,-,13,26,04,-13.434444444444445, 6.34,+0.003,+0.010
4309,11,04,31.2,11.075333333333333,+,38,14,29,38.24138888888889, 6.00,-0.064,-0.003
4310,11,05,01.0,11.08361111111111,+,07,20,10,7.336111111111111, 4.63,-0.341,-0.047
4311,11,04,31.2,11.075333333333333,-,47,40,45,-47.67916666666667, 5.67,-0.110,+0.027
4312,10,59,13.8,10.987166666666665,-,84,35,38,-84.59388888888888, 6.19,-0.068,-0.005
4313,11,04,54.2,11.081722222222222,-,35,48,17,-35.804722222222225, 5.43,-0.017,+0.004
4314,11,05,19.9,11.088861111111111,-,27,17,37,-27.29361111111111, 4.94,-0.188,-0.004
4315,11,05,34.0,11.092777777777778,-,11,05,20,-11.088888888888889, 6.09,+0.013,-0.079
4316,11,05,04.2,11.0845,-,49,23,33,-49.3925, 6.13,-0.023,+0.004
4317,11,05,57.6,11.099333333333334,-,27,17,16,-27.287777777777777, 5.71,+0.034,-0.014
4318,11,06,05.8,11.101611111111112,-,51,12,45,-51.2125, 6.30,+0.005,-0.065
4319,11,06,54.2,11.115055555555555,+,01,57,20,1.9555555555555557, 5.52,-0.383,-0.086
4320,11,06,38.7,11.11075,-,28,43,40,-28.727777777777778, 6.77,-0.057,-0.032
4321,11,06,27.4,11.10761111111111,-,50,57,24,-50.95666666666666, 6.32,-0.067,+0.006
4322,11,07,39.7,11.127694444444446,+,23,19,25,23.323611111111113, 6.46,-0.014,+0.008
4323,11,06,29.3,11.108138888888888,-,58,40,31,-58.67527777777778, 6.02,-0.015, 0.000
4324,11,07,08.4,11.119,-,32,35,14,-32.58722222222222, 6.59,-0.081,-0.052
4325,11,06,32.4,11.109,-,62,25,27,-62.424166666666665, 4.61,-0.043,+0.013
4326,11,06,24.2,11.106722222222222,-,64,50,23,-64.83972222222222, 6.41,-0.050,+0.008
4327,11,07,16.6,11.121277777777777,-,42,38,19,-42.63861111111111, 5.15,-0.096,+0.043
4328,11,07,54.4,11.131777777777778,-,30,10,29,-30.174722222222222, 6.54,-0.513,-0.138
4329,11,06,49.9,11.113861111111111,-,70,52,41,-70.87805555555556, 5.57,-0.027, 0.000
4330,11,09,39.9,11.161083333333334,+,67,12,37,67.21027777777778, 6.06,-0.083,-0.025
4331,11,08,15.8,11.137722222222221,-,29,58,22,-29.97277777777778, 6.49,+0.008,-0.020
4332,11,08,49.1,11.146972222222221,+,24,39,30,24.658333333333335, 5.68,+0.003,+0.004
4333,11,09,19.1,11.155305555555556,+,36,18,34,36.309444444444445, 5.74,-0.046,-0.024
4334,11,08,43.9,11.145527777777778,-,28,04,50,-28.080555555555556, 5.44,-0.080,-0.016
4335,11,09,39.8,11.161055555555556,+,44,29,55,44.49861111111111, 3.01,-0.065,-0.028
4336,11,09,38.5,11.160694444444445,+,43,12,27,43.2075, 5.89,-0.064,-0.011
4337,11,08,35.4,11.143166666666666,-,58,58,30,-58.975, 3.91,-0.007, 0.000
4338,11,08,34.0,11.142777777777777,-,61,56,50,-61.94722222222222, 5.13,-0.006,+0.002
4339,11,09,53.4,11.164833333333334,-,32,22,03,-32.3675, 5.81,+0.023,-0.029
4340,11,12,11.0,11.203055555555554,+,68,16,19,68.27194444444444, 6.40,+0.032,+0.010
4341,11,11,43.7,11.195472222222222,+,14,24,01,14.400277777777777, 6.30,-0.066,-0.009
4342,11,10,54.7,11.181861111111111,-,58,27,19,-58.45527777777778, 6.88,-0.036,+0.003
4343,11,11,39.5,11.194305555555555,-,22,49,33,-22.825833333333332, 4.48,+0.003,-0.100
4344,11,12,44.5,11.212361111111111,+,54,53,39,54.89416666666666, 6.63,+0.001,-0.002
4345,11,12,32.2,11.208944444444445,+,35,48,49,35.81361111111111, 6.41,-0.271,-0.170
4346,11,12,14.8,11.20411111111111,-,32,26,02,-32.43388888888889, 6.38,+0.019,+0.011
4347,11,12,30.4,11.208444444444444,-,18,30,00,-18.5, 6.13,-0.019,-0.030
4348,11,12,34.6,11.20961111111111,-,21,44,57,-21.749166666666667, 6.40,-0.011,+0.012
4349,11,11,29.5,11.191527777777779,-,71,26,11,-71.43638888888889, 6.35,-0.020,+0.003
4350,11,12,33.1,11.209194444444444,-,49,06,04,-49.10111111111111, 5.36,-0.096,+0.033
4351,11,13,40.2,11.227833333333333,+,41,05,19,41.08861111111111, 6.33,-0.004,+0.013
4352,11,12,36.0,11.209999999999999,-,60,19,03,-60.3175, 4.60,-0.007,+0.004
4353,11,12,56.9,11.215805555555555,-,49,44,11,-49.73638888888889, 6.11,-0.008,-0.009
4354,11,13,14.7,11.22075,-,44,22,20,-44.37222222222222, 5.80,-0.001, 0.000
4355,11,12,45.2,11.212555555555555,-,64,10,11,-64.16972222222222, 5.23,-0.050,+0.007
4356,11,13,45.6,11.229333333333333,-,00,04,11,-0.06972222222222223, 5.42,-0.043,-0.002
4357,11,14,06.5,11.235138888888889,+,20,31,25,20.523611111111112, 2.56,+0.142,-0.130
4358,11,14,01.8,11.233833333333333,+,08,03,38,8.060555555555556, 5.79,+0.048,-0.110
4359,11,14,14.4,11.237333333333332,+,15,25,46,15.429444444444444, 3.34,-0.061,-0.079
4360,11,13,39.3,11.227583333333333,-,53,13,54,-53.23166666666667, 5.76,-0.025,+0.038
4361,11,13,30.8,11.225222222222222,-,59,37,10,-59.61944444444445, 5.74,-0.009,-0.006
4362,11,15,12.2,11.253388888888889,+,23,05,44,23.095555555555556, 4.63,-0.024,-0.006
4363,11,16,04.0,11.267777777777779,+,52,46,23,52.77305555555556, 6.50,+0.162,+0.057
4364,11,14,54.0,11.248333333333333,-,43,44,03,-43.73416666666667, 6.21,-0.025,-0.016
4365,11,15,51.9,11.264416666666667,+,13,18,27,13.3075, 5.32,-0.007,-0.008
4366,11,15,57.8,11.266055555555555,+,12,50,41,12.844722222222222, 6.67,-0.034,-0.055
4367,11,16,41.9,11.278305555555557,+,49,28,35,49.47638888888889, 5.88,-0.083,-0.009
4368,11,16,39.7,11.277694444444446,-,03,39,06,-3.651666666666667, 4.47,-0.108,-0.036
4369,11,16,58.2,11.282833333333334,-,07,08,05,-7.134722222222222, 6.14,-0.006,+0.009
4370,11,16,27.7,11.274361111111112,-,45,52,48,-45.88, 6.31,-0.136,+0.066
4371,11,17,17.4,11.288166666666667,+,02,00,38,2.0105555555555554, 5.18,+0.056,-0.140
4372,11,17,11.8,11.28661111111111,-,38,00,52,-38.01444444444444, 6.27,-0.088,+0.010
4373,11,17,39.2,11.294222222222222,-,34,44,14,-34.73722222222222, 6.45,-0.006,+0.002
4374,11,18,10.9,11.303027777777778,+,31,31,45,31.529166666666665, 4.87,-0.432,-0.586
4375,11,18,11.0,11.303055555555556,+,31,31,45,31.529166666666665, 4.41,-0.430,-0.586
4376,11,17,43.0,11.295277777777777,-,36,32,04,-36.534444444444446, 6.68,-0.077,+0.026
4377,11,18,28.7,11.307972222222222,+,33,05,39,33.094166666666666, 3.48,-0.026,+0.028
4378,11,18,21.0,11.305833333333334,+,11,59,05,11.984722222222222, 6.66,+0.004,-0.036
4379,11,17,19.0,11.288611111111111,-,67,49,25,-67.8236111111111, 6.06,+0.013,-0.007
4380,11,19,07.9,11.318861111111111,+,38,11,08,38.18555555555555, 4.78,-0.057,-0.068
4381,11,18,55.0,11.315277777777778,+,01,39,02,1.6505555555555556, 5.91,-0.038,-0.055
4382,11,19,20.5,11.32236111111111,-,14,46,43,-14.778611111111111, 3.56,-0.122,+0.208
4383,11,20,53.8,11.348277777777778,+,67,06,02,67.10055555555556, 6.21,+0.049,-0.052
4384,11,19,16.5,11.32125,-,64,34,57,-64.5825, 5.99,-0.302,+0.044
4385,11,18,34.3,11.30952777777778,-,79,40,07,-79.6686111111111, 6.35,+0.031,-0.026
4386,11,21,08.2,11.352277777777777,+,06,01,46,6.029444444444445, 4.05,-0.092,-0.012
4387,11,19,36.3,11.32675,-,75,08,33,-75.1425, 6.27,-0.038,+0.004
4388,11,21,49.3,11.363694444444445,+,57,04,30,57.075, 6.43,-0.058,+0.009
4389,11,20,03.9,11.334416666666668,-,71,59,40,-71.99444444444444, 6.41,-0.039,-0.005
4390,11,21,00.4,11.350111111111111,-,54,29,28,-54.49111111111111, 3.89,-0.036,-0.006
4391,11,22,51.3,11.380916666666668,+,64,19,50,64.33055555555555, 6.02,-0.005,+0.034
4392,11,22,49.6,11.380444444444445,+,43,28,58,43.48277777777778, 4.99,-0.038,-0.013
4393,11,22,23.1,11.373083333333334,-,44,38,45,-44.645833333333336, 6.12,-0.048,-0.034
4394,11,23,18.0,11.388333333333334,+,00,07,54,0.13166666666666668, 6.05,-0.037,-0.018
4395,11,23,21.9,11.389416666666666,-,18,46,48,-18.78, 5.09,-0.312,-0.034
4396,11,23,12.7,11.386861111111111,-,36,09,53,-36.164722222222224, 5.00,-0.020, 0.000
4397,11,21,57.1,11.36586111111111,-,77,36,30,-77.60833333333333, 6.43,-0.081,-0.005
4398,11,23,08.1,11.385583333333333,-,56,46,46,-56.779444444444444, 5.79,-0.030,+0.006
4399,11,23,55.5,11.39875,+,10,31,45,10.529166666666667, 3.94,+0.168,-0.075
4400,11,24,02.3,11.400638888888889,+,01,24,28,1.4077777777777778, 5.39,-0.020,+0.005
4401,11,23,21.8,11.389388888888888,-,64,57,18,-64.955, 5.11,-0.001,-0.005
4402,11,24,36.6,11.410166666666667,-,10,51,34,-10.859444444444444, 4.83,-0.028,+0.027
4403,11,24,22.1,11.40613888888889,-,42,40,09,-42.66916666666667, 6.12,-0.005,+0.001
4404,11,24,58.9,11.416361111111112,+,11,25,49,11.430277777777778, 5.80,-0.102,-0.005
4405,11,24,52.9,11.414694444444445,-,17,41,02,-17.683888888888887, 4.08,-0.098,+0.004
4406,11,24,11.1,11.403083333333333,-,72,15,24,-72.25666666666666, 5.59,-0.030,-0.003
4407,11,25,57.1,11.432527777777777,+,55,51,02,55.85055555555556, 5.75,-0.066,+0.048
4408,11,25,36.4,11.426777777777778,+,16,27,23,16.45638888888889, 5.57,-0.143,-0.005
4409,11,25,29.4,11.424833333333332,-,36,03,47,-36.06305555555556, 5.22,-0.113,+0.020
4410,11,25,50.0,11.430555555555555,+,03,51,36,3.86, 6.37,-0.080,-0.041
4411,11,25,33.1,11.42586111111111,-,37,44,52,-37.74777777777778, 5.89,-0.042,-0.014
4412,11,26,25.5,11.440416666666668,+,33,27,02,33.45055555555555, 6.32,-0.040,+0.016
4413,11,25,43.2,11.428666666666667,-,63,58,22,-63.97277777777778, 5.17,-0.313,-0.078
4414,11,26,45.3,11.445916666666667,+,03,00,47,3.0130555555555554, 6.50,-0.724,+0.180
4415,11,26,35.3,11.443138888888889,-,61,06,55,-61.11527777777778, 5.30,-0.026,+0.002
4416,11,27,09.5,11.452638888888888,-,12,21,24,-12.356666666666667, 5.94,-0.097,+0.026
4417,11,26,47.3,11.446472222222223,-,53,09,36,-53.16, 5.81,-0.041,+0.014
4418,11,27,56.2,11.46561111111111,+,02,51,22,2.8561111111111113, 4.95,+0.018,-0.012
4419,11,27,53.7,11.464916666666666,-,01,42,00,-1.7, 6.25,-0.034,-0.003
4420,11,27,58.5,11.466249999999999,-,35,19,43,-35.32861111111111, 6.45,-0.006,+0.012
4421,11,29,04.6,11.48461111111111,+,61,46,42,61.778333333333336, 5.83,-0.112,+0.237
4422,11,29,04.2,11.484499999999999,+,39,20,13,39.33694444444444, 5.31,-0.050,+0.016
4423,11,28,35.1,11.476416666666667,-,42,40,27,-42.674166666666665, 5.08,-0.040,+0.008
4424,11,29,43.5,11.495416666666666,+,56,44,15,56.7375, 6.28,-0.089,-0.034
4425,11,28,18.2,11.471722222222223,-,72,28,28,-72.47444444444444, 6.09,-0.043,-0.020
4426,11,29,41.9,11.494972222222222,+,15,24,48,15.413333333333334, 5.74,-0.028,-0.045
4427,11,30,12.9,11.503583333333333,+,54,21,42,54.361666666666665, 6.41,+0.010,-0.057
4428,11,29,38.6,11.494055555555555,-,24,27,48,-24.463333333333335, 5.76,-0.048,+0.043
4429,11,31,50.4,11.530666666666667,+,81,07,38,81.12722222222222, 6.15,-0.149,+0.032
4430,11,30,25.0,11.506944444444445,+,46,39,27,46.6575, 6.35,+0.011,+0.032
4431,11,30,31.1,11.508638888888889,+,43,10,24,43.17333333333333, 5.94,-0.050,+0.083
4432,11,30,18.9,11.50525,-,03,00,13,-3.0036111111111112, 4.77,+0.022,-0.014
4433,11,30,29.0,11.508055555555556,+,18,24,35,18.40972222222222, 5.52,-0.088,+0.020
4434,11,31,24.2,11.52338888888889,+,69,19,52,69.33111111111111, 3.84,-0.039,-0.017
4435,11,30,52.9,11.514694444444444,+,47,55,45,47.92916666666667, 6.42,-0.229,-0.070
4436,11,31,10.2,11.5195,+,48,47,21,48.78916666666667, 6.56,-0.030,-0.040
4437,11,31,44.9,11.52913888888889,+,14,21,52,14.364444444444445, 6.20,-0.330,-0.189
4438,11,31,15.0,11.520833333333334,-,61,16,42,-61.278333333333336, 6.38,-0.007,+0.003
4439,11,32,20.8,11.539111111111112,+,61,04,57,61.0825, 5.48,+0.002,-0.069
4440,11,31,47.6,11.52988888888889,-,20,46,36,-20.776666666666667, 6.24,-0.131,+0.032
4441,11,31,46.1,11.529472222222223,-,59,26,32,-59.44222222222222, 5.13,-0.005,-0.005
4442,11,31,48.8,11.530222222222223,-,59,30,57,-59.51583333333333, 5.15,-0.008,+0.001
4443,11,32,16.1,11.537805555555556,-,29,15,48,-29.263333333333332, 5.81,-0.014,+0.138
4444,11,32,16.3,11.537861111111111,-,29,15,40,-29.261111111111113, 5.64,-0.028,+0.145
4445,11,32,23.3,11.539805555555555,-,26,44,48,-26.746666666666666, 6.16,-0.079,+0.033
4446,11,32,47.5,11.546527777777778,-,07,49,39,-7.8275, 5.95,-0.007,+0.004
4447,11,32,48.1,11.546694444444444,-,40,26,11,-40.43638888888889, 5.64,-0.069,+0.052
4448,11,32,19.9,11.53886111111111,-,66,57,44,-66.96222222222222, 5.90,-0.004,-0.001
4449,11,32,54.1,11.548361111111111,-,31,05,14,-31.087222222222223, 5.04,-0.030,+0.006
4450,11,33,00.1,11.550027777777778,-,31,51,28,-31.857777777777777, 3.54,-0.206,-0.040
4451,11,33,14.6,11.554055555555557,-,16,16,50,-16.280555555555555, 6.05,-0.002,-0.043
4452,11,33,56.3,11.56563888888889,+,36,48,56,36.815555555555555, 6.40,-0.129,-0.046
4453,11,33,37.3,11.560361111111112,-,40,35,13,-40.58694444444444, 5.39,-0.071,+0.024
4454,11,34,10.0,11.569444444444445,+,11,01,25,11.02361111111111, 6.55,+0.045,-0.031
4455,11,34,22.0,11.572777777777777,+,03,03,36,3.06, 5.77,-0.182,-0.104
4456,11,34,42.5,11.578472222222222,+,16,47,49,16.796944444444446, 5.95,-0.011,+0.003
4457,11,35,04.9,11.584694444444445,+,54,47,07,54.78527777777778, 5.63,+0.008,+0.008
4458,11,34,29.5,11.574861111111112,-,32,49,53,-32.83138888888889, 5.98,-0.674,+0.826
4459,11,35,03.8,11.58438888888889,+,20,26,29,20.441388888888888, 6.45,-0.059,-0.005
4460,11,34,45.7,11.57936111111111,-,54,15,51,-54.26416666666667, 4.62,-0.056,+0.017
4461,11,36,02.8,11.600777777777777,+,69,19,22,69.32277777777777, 5.20,+0.111,-0.127
4462,11,34,56.8,11.582444444444445,-,49,08,12,-49.13666666666666, 5.50,-0.170,+0.168
4463,11,35,13.2,11.587,-,47,22,21,-47.3725, 5.71,-0.089,-0.004
4464,11,35,43.4,11.59538888888889,+,10,54,40,10.911111111111111, 6.56,+0.035,-0.023
4465,11,36,17.9,11.604972222222221,+,27,46,52,27.781111111111112, 5.80,+0.023,+0.003
4466,11,35,55.6,11.598777777777778,-,47,38,30,-47.641666666666666, 5.25,+0.036,-0.049
4467,11,35,46.8,11.596333333333334,-,63,01,11,-63.01972222222222, 3.13,-0.041,-0.005
4468,11,36,40.9,11.61136111111111,-,09,48,08,-9.802222222222222, 4.70,-0.061,+0.008
4469,11,36,35.0,11.609722222222222,-,33,34,12,-33.57, 5.74,+0.040,-0.037
4470,11,36,40.8,11.611333333333333,-,37,14,16,-37.23777777777778, 6.31,-0.013,-0.019
4471,11,36,56.9,11.615805555555555,-,00,49,26,-0.8238888888888888, 4.30,+0.004,+0.043
4472,11,36,22.3,11.606194444444444,-,61,03,08,-61.05222222222222, 5.83,-0.021,+0.008
4473,11,37,01.2,11.617,-,32,59,17,-32.988055555555555, 6.29,-0.011,-0.079
4474,11,37,53.0,11.631388888888889,+,50,37,06,50.61833333333333, 6.14,-0.047,-0.021
4475,11,37,00.6,11.616833333333334,-,61,17,00,-61.28333333333333, 5.15,-0.224,+0.006
4476,11,37,33.9,11.626083333333334,-,47,44,50,-47.74722222222222, 5.44,-0.072,+0.027
4477,11,38,20.6,11.639055555555554,+,43,37,32,43.62555555555556, 5.59,-0.145,-0.033
4478,11,38,09.8,11.636055555555554,+,08,53,03,8.884166666666667, 6.17,-0.059,+0.019
4479,11,37,15.6,11.621,-,75,53,48,-75.89666666666666, 5.65,-0.134,+0.001
4480,11,38,33.5,11.642638888888888,+,46,50,03,46.83416666666667, 6.10,-0.037,-0.033
4481,11,38,49.2,11.647,+,64,20,49,64.34694444444445, 6.46,+0.016,+0.006
4482,11,38,32.2,11.642277777777778,+,33,37,32,33.62555555555556, 6.27,-0.028,-0.019
4483,11,38,27.6,11.641,+,08,08,03,8.134166666666667, 5.36,-0.006,+0.005
4484,11,38,24.1,11.640027777777778,-,02,26,10,-2.436111111111111, 6.22,-0.031,+0.009
4485,11,37,48.4,11.63011111111111,-,67,37,13,-67.62027777777777, 5.96,-0.083,-0.007
4486,11,38,44.9,11.645805555555555,+,45,06,31,45.10861111111111, 6.44,-0.594,+0.026
4487,11,38,07.3,11.635361111111111,-,61,49,35,-61.826388888888886, 5.15,-0.071,+0.017
4488,11,38,40.1,11.644472222222221,-,13,12,07,-13.201944444444445, 5.48,+0.092,+0.120
4489,11,39,00.4,11.650111111111112,-,24,43,16,-24.72111111111111, 6.42,+0.033,-0.241
4490,11,39,51.1,11.664194444444444,-,14,28,07,-14.46861111111111, 6.21,-0.038,-0.011
4491,11,39,50.4,11.664,-,16,37,13,-16.620277777777776, 6.19,-0.010,-0.009
4492,11,39,29.4,11.658166666666666,-,65,23,52,-65.39777777777778, 5.17,-0.042,-0.006
4493,11,40,27.4,11.674277777777776,+,57,58,14,57.970555555555556, 6.37,-0.012,+0.021
4494,11,40,12.8,11.670222222222222,-,34,44,41,-34.74472222222222, 4.70,-0.042, 0.000
4495,11,40,47.1,11.679749999999999,+,21,21,10,21.352777777777778, 5.26,-0.064,-0.049
4496,11,41,03.0,11.684166666666666,+,34,12,06,34.20166666666667, 5.33,-0.012,-0.381
4497,11,40,42.6,11.6785,-,53,58,07,-53.96861111111111, 5.96,+0.004,-0.019
4498,11,41,08.4,11.685666666666666,-,29,11,47,-29.19638888888889, 6.44,-0.324,+0.215
4499,11,40,53.6,11.681555555555555,-,62,05,24,-62.09, 4.94,-0.020,+0.008
4500,11,41,43.6,11.695444444444444,+,55,10,21,55.1725, 6.27,-0.015,+0.023
4501,11,41,34.3,11.692861111111112,+,31,44,46,31.746111111111112, 5.73,-0.351,+0.032
4502,11,41,19.8,11.688833333333333,-,43,05,45,-43.09583333333333, 5.55,-0.082,+0.003
4503,11,41,44.0,11.695555555555556,-,32,29,59,-32.499722222222225, 5.22,+0.004,-0.042
4504,11,42,28.4,11.707888888888888,+,66,44,42,66.745, 5.30,-0.043,+0.038
4505,11,42,05.2,11.701444444444444,+,22,12,39,22.210833333333333, 6.59,-0.092,-0.063
4506,11,42,03.5,11.700972222222221,-,20,17,38,-20.29388888888889, 6.22,-0.015,-0.048
